month,day,year_after_2021,hour,day_of_week,count
12,21,0,19,1,11.0
12,21,0,20,1,16.0
12,21,0,21,1,23.0
12,21,0,22,1,12.0
12,21,0,23,1,4.0
12,22,0,0,2,2.0
12,22,0,1,2,5.0
12,22,0,2,2,3.0
12,22,0,3,2,2.0
12,22,0,4,2,0.0
12,22,0,5,2,1.0
12,22,0,6,2,4.0
12,22,0,7,2,10.0
12,22,0,8,2,13.0
12,22,0,9,2,27.0
12,22,0,10,2,30.0
12,22,0,11,2,38.0
12,22,0,12,2,39.0
12,22,0,13,2,51.0
12,22,0,14,2,45.0
12,22,0,15,2,45.0
12,22,0,16,2,57.0
12,22,0,17,2,49.0
12,22,0,18,2,24.0
12,22,0,19,2,18.0
12,22,0,20,2,29.0
12,22,0,21,2,21.0
12,22,0,22,2,10.0
12,22,0,23,2,6.0
12,23,0,0,3,12.0
12,23,0,1,3,2.0
12,23,0,2,3,3.0
12,23,0,3,3,0.0
12,23,0,4,3,2.0
12,23,0,5,3,0.0
12,23,0,6,3,1.0
12,23,0,7,3,5.0
12,23,0,8,3,13.0
12,23,0,9,3,19.0
12,23,0,10,3,27.0
12,23,0,11,3,34.0
12,23,0,12,3,48.0
12,23,0,13,3,39.0
12,23,0,14,3,41.0
12,23,0,15,3,43.0
12,23,0,16,3,40.0
12,23,0,17,3,3.0
12,23,0,18,3,0.0
12,23,0,19,3,0.0
12,23,0,20,3,0.0
12,23,0,21,3,0.0
12,23,0,22,3,0.0
12,23,0,23,3,0.0
12,24,0,0,4,0.0
12,24,0,1,4,0.0
12,24,0,2,4,0.0
12,24,0,3,4,0.0
12,24,0,4,4,0.0
12,24,0,5,4,0.0
12,24,0,6,4,0.0
12,24,0,7,4,0.0
12,24,0,8,4,0.0
12,24,0,9,4,0.0
12,24,0,10,4,0.0
12,24,0,11,4,0.0
12,24,0,12,4,0.0
12,24,0,13,4,0.0
12,24,0,14,4,0.0
12,24,0,15,4,0.0
12,24,0,16,4,0.0
12,24,0,17,4,0.0
12,24,0,18,4,0.0
12,24,0,19,4,0.0
12,24,0,20,4,0.0
12,24,0,21,4,0.0
12,24,0,22,4,0.0
12,24,0,23,4,0.0
12,25,0,0,5,0.0
12,25,0,1,5,0.0
12,25,0,2,5,0.0
12,25,0,3,5,0.0
12,25,0,4,5,0.0
12,25,0,5,5,0.0
12,25,0,6,5,0.0
12,25,0,7,5,0.0
12,25,0,8,5,0.0
12,25,0,9,5,0.0
12,25,0,10,5,0.0
12,25,0,11,5,0.0
12,25,0,12,5,0.0
12,25,0,13,5,0.0
12,25,0,14,5,0.0
12,25,0,15,5,0.0
12,25,0,16,5,0.0
12,25,0,17,5,0.0
12,25,0,18,5,0.0
12,25,0,19,5,0.0
12,25,0,20,5,0.0
12,25,0,21,5,0.0
12,25,0,22,5,0.0
12,25,0,23,5,0.0
12,26,0,0,6,0.0
12,26,0,1,6,0.0
12,26,0,2,6,0.0
12,26,0,3,6,0.0
12,26,0,4,6,0.0
12,26,0,5,6,0.0
12,26,0,6,6,0.0
12,26,0,7,6,0.0
12,26,0,8,6,0.0
12,26,0,9,6,0.0
12,26,0,10,6,0.0
12,26,0,11,6,0.0
12,26,0,12,6,0.0
12,26,0,13,6,0.0
12,26,0,14,6,0.0
12,26,0,15,6,0.0
12,26,0,16,6,0.0
12,26,0,17,6,0.0
12,26,0,18,6,0.0
12,26,0,19,6,0.0
12,26,0,20,6,0.0
12,26,0,21,6,0.0
12,26,0,22,6,0.0
12,26,0,23,6,0.0
12,27,0,0,0,0.0
12,27,0,1,0,0.0
12,27,0,2,0,0.0
12,27,0,3,0,0.0
12,27,0,4,0,0.0
12,27,0,5,0,0.0
12,27,0,6,0,0.0
12,27,0,7,0,0.0
12,27,0,8,0,0.0
12,27,0,9,0,0.0
12,27,0,10,0,0.0
12,27,0,11,0,0.0
12,27,0,12,0,0.0
12,27,0,13,0,0.0
12,27,0,14,0,0.0
12,27,0,15,0,0.0
12,27,0,16,0,0.0
12,27,0,17,0,0.0
12,27,0,18,0,0.0
12,27,0,19,0,0.0
12,27,0,20,0,0.0
12,27,0,21,0,0.0
12,27,0,22,0,0.0
12,27,0,23,0,0.0
12,28,0,0,1,0.0
12,28,0,1,1,0.0
12,28,0,2,1,0.0
12,28,0,3,1,0.0
12,28,0,4,1,0.0
12,28,0,5,1,0.0
12,28,0,6,1,0.0
12,28,0,7,1,0.0
12,28,0,8,1,0.0
12,28,0,9,1,0.0
12,28,0,10,1,0.0
12,28,0,11,1,0.0
12,28,0,12,1,0.0
12,28,0,13,1,0.0
12,28,0,14,1,0.0
12,28,0,15,1,0.0
12,28,0,16,1,0.0
12,28,0,17,1,0.0
12,28,0,18,1,0.0
12,28,0,19,1,0.0
12,28,0,20,1,0.0
12,28,0,21,1,0.0
12,28,0,22,1,0.0
12,28,0,23,1,0.0
12,29,0,0,2,0.0
12,29,0,1,2,0.0
12,29,0,2,2,0.0
12,29,0,3,2,0.0
12,29,0,4,2,0.0
12,29,0,5,2,0.0
12,29,0,6,2,0.0
12,29,0,7,2,0.0
12,29,0,8,2,0.0
12,29,0,9,2,0.0
12,29,0,10,2,0.0
12,29,0,11,2,0.0
12,29,0,12,2,0.0
12,29,0,13,2,0.0
12,29,0,14,2,0.0
12,29,0,15,2,0.0
12,29,0,16,2,0.0
12,29,0,17,2,0.0
12,29,0,18,2,0.0
12,29,0,19,2,0.0
12,29,0,20,2,0.0
12,29,0,21,2,0.0
12,29,0,22,2,0.0
12,29,0,23,2,0.0
12,30,0,0,3,0.0
12,30,0,1,3,0.0
12,30,0,2,3,0.0
12,30,0,3,3,0.0
12,30,0,4,3,0.0
12,30,0,5,3,0.0
12,30,0,6,3,0.0
12,30,0,7,3,0.0
12,30,0,8,3,1.0
12,30,0,9,3,0.0
12,30,0,10,3,0.0
12,30,0,11,3,0.0
12,30,0,12,3,0.0
12,30,0,13,3,0.0
12,30,0,14,3,0.0
12,30,0,15,3,0.0
12,30,0,16,3,0.0
12,30,0,17,3,0.0
12,30,0,18,3,0.0
12,30,0,19,3,0.0
12,30,0,20,3,0.0
12,30,0,21,3,0.0
12,30,0,22,3,0.0
12,30,0,23,3,0.0
12,31,0,0,4,0.0
12,31,0,1,4,0.0
12,31,0,2,4,0.0
12,31,0,3,4,0.0
12,31,0,4,4,0.0
12,31,0,5,4,0.0
12,31,0,6,4,0.0
12,31,0,7,4,0.0
12,31,0,8,4,0.0
12,31,0,9,4,0.0
12,31,0,10,4,0.0
12,31,0,11,4,0.0
12,31,0,12,4,0.0
12,31,0,13,4,0.0
12,31,0,14,4,0.0
12,31,0,15,4,0.0
12,31,0,16,4,0.0
12,31,0,17,4,0.0
12,31,0,18,4,0.0
12,31,0,19,4,0.0
12,31,0,20,4,0.0
12,31,0,21,4,0.0
12,31,0,22,4,0.0
12,31,0,23,4,0.0
1,1,1,0,5,0.0
1,1,1,1,5,0.0
1,1,1,2,5,0.0
1,1,1,3,5,0.0
1,1,1,4,5,0.0
1,1,1,5,5,0.0
1,1,1,6,5,0.0
1,1,1,7,5,0.0
1,1,1,8,5,0.0
1,1,1,9,5,0.0
1,1,1,10,5,0.0
1,1,1,11,5,0.0
1,1,1,12,5,0.0
1,1,1,13,5,0.0
1,1,1,14,5,0.0
1,1,1,15,5,0.0
1,1,1,16,5,0.0
1,1,1,17,5,0.0
1,1,1,18,5,0.0
1,1,1,19,5,0.0
1,1,1,20,5,0.0
1,1,1,21,5,0.0
1,1,1,22,5,0.0
1,1,1,23,5,0.0
1,2,1,0,6,0.0
1,2,1,1,6,0.0
1,2,1,2,6,0.0
1,2,1,3,6,0.0
1,2,1,4,6,0.0
1,2,1,5,6,0.0
1,2,1,6,6,0.0
1,2,1,7,6,0.0
1,2,1,8,6,0.0
1,2,1,9,6,0.0
1,2,1,10,6,0.0
1,2,1,11,6,0.0
1,2,1,12,6,0.0
1,2,1,13,6,0.0
1,2,1,14,6,0.0
1,2,1,15,6,0.0
1,2,1,16,6,0.0
1,2,1,17,6,0.0
1,2,1,18,6,0.0
1,2,1,19,6,0.0
1,2,1,20,6,0.0
1,2,1,21,6,0.0
1,2,1,22,6,0.0
1,2,1,23,6,0.0
1,3,1,0,0,0.0
1,3,1,1,0,0.0
1,3,1,2,0,0.0
1,3,1,3,0,0.0
1,3,1,4,0,0.0
1,3,1,5,0,0.0
1,3,1,6,0,1.0
1,3,1,7,0,7.0
1,3,1,8,0,14.0
1,3,1,9,0,18.0
1,3,1,10,0,35.0
1,3,1,11,0,51.0
1,3,1,12,0,39.0
1,3,1,13,0,50.0
1,3,1,14,0,39.0
1,3,1,15,0,47.0
1,3,1,16,0,37.0
1,3,1,17,0,30.0
1,3,1,18,0,18.0
1,3,1,19,0,20.0
1,3,1,20,0,17.0
1,3,1,21,0,3.0
1,3,1,22,0,5.0
1,3,1,23,0,5.0
1,4,1,0,1,10.0
1,4,1,1,1,0.0
1,4,1,2,1,1.0
1,4,1,3,1,0.0
1,4,1,4,1,0.0
1,4,1,5,1,1.0
1,4,1,6,1,0.0
1,4,1,7,1,8.0
1,4,1,8,1,12.0
1,4,1,9,1,28.0
1,4,1,10,1,38.0
1,4,1,11,1,23.0
1,4,1,12,1,35.0
1,4,1,13,1,41.0
1,4,1,14,1,69.0
1,4,1,15,1,48.0
1,4,1,16,1,42.0
1,4,1,17,1,43.0
1,4,1,18,1,16.0
1,4,1,19,1,16.0
1,4,1,20,1,9.0
1,4,1,21,1,14.0
1,4,1,22,1,13.0
1,4,1,23,1,4.0
1,5,1,0,2,6.0
1,5,1,1,2,0.0
1,5,1,2,2,0.0
1,5,1,3,2,0.0
1,5,1,4,2,0.0
1,5,1,5,2,0.0
1,5,1,6,2,0.0
1,5,1,7,2,12.0
1,5,1,8,2,22.0
1,5,1,9,2,23.0
1,5,1,10,2,32.0
1,5,1,11,2,35.0
1,5,1,12,2,39.0
1,5,1,13,2,50.0
1,5,1,14,2,36.0
1,5,1,15,2,34.0
1,5,1,16,2,31.0
1,5,1,17,2,24.0
1,5,1,18,2,9.0
1,5,1,19,2,18.0
1,5,1,20,2,15.0
1,5,1,21,2,12.0
1,5,1,22,2,13.0
1,5,1,23,2,7.0
1,6,1,0,3,3.0
1,6,1,1,3,1.0
1,6,1,2,3,1.0
1,6,1,3,3,0.0
1,6,1,4,3,0.0
1,6,1,5,3,1.0
1,6,1,6,3,2.0
1,6,1,7,3,9.0
1,6,1,8,3,23.0
1,6,1,9,3,26.0
1,6,1,10,3,30.0
1,6,1,11,3,33.0
1,6,1,12,3,43.0
1,6,1,13,3,53.0
1,6,1,14,3,47.0
1,6,1,15,3,42.0
1,6,1,16,3,53.0
1,6,1,17,3,39.0
1,6,1,18,3,21.0
1,6,1,19,3,26.0
1,6,1,20,3,11.0
1,6,1,21,3,12.0
1,6,1,22,3,4.0
1,6,1,23,3,1.0
1,7,1,0,4,5.0
1,7,1,1,4,2.0
1,7,1,2,4,0.0
1,7,1,3,4,0.0
1,7,1,4,4,0.0
1,7,1,5,4,0.0
1,7,1,6,4,1.0
1,7,1,7,4,2.0
1,7,1,8,4,14.0
1,7,1,9,4,9.0
1,7,1,10,4,23.0
1,7,1,11,4,12.0
1,7,1,12,4,14.0
1,7,1,13,4,20.0
1,7,1,14,4,31.0
1,7,1,15,4,26.0
1,7,1,16,4,26.0
1,7,1,17,4,20.0
1,7,1,18,4,11.0
1,7,1,19,4,16.0
1,7,1,20,4,11.0
1,7,1,21,4,5.0
1,7,1,22,4,6.0
1,7,1,23,4,3.0
1,8,1,0,5,7.0
1,8,1,1,5,1.0
1,8,1,2,5,0.0
1,8,1,3,5,0.0
1,8,1,4,5,0.0
1,8,1,5,5,1.0
1,8,1,6,5,0.0
1,8,1,7,5,4.0
1,8,1,8,5,2.0
1,8,1,9,5,7.0
1,8,1,10,5,11.0
1,8,1,11,5,16.0
1,8,1,12,5,31.0
1,8,1,13,5,34.0
1,8,1,14,5,48.0
1,8,1,15,5,37.0
1,8,1,16,5,36.0
1,8,1,17,5,19.0
1,8,1,18,5,24.0
1,8,1,19,5,29.0
1,8,1,20,5,30.0
1,8,1,21,5,7.0
1,8,1,22,5,1.0
1,8,1,23,5,5.0
1,9,1,0,6,11.0
1,9,1,1,6,0.0
1,9,1,2,6,0.0
1,9,1,3,6,0.0
1,9,1,4,6,0.0
1,9,1,5,6,0.0
1,9,1,6,6,0.0
1,9,1,7,6,0.0
1,9,1,8,6,4.0
1,9,1,9,6,4.0
1,9,1,10,6,8.0
1,9,1,11,6,24.0
1,9,1,12,6,26.0
1,9,1,13,6,23.0
1,9,1,14,6,39.0
1,9,1,15,6,30.0
1,9,1,16,6,27.0
1,9,1,17,6,28.0
1,9,1,18,6,15.0
1,9,1,19,6,29.0
1,9,1,20,6,28.0
1,9,1,21,6,6.0
1,9,1,22,6,6.0
1,9,1,23,6,7.0
1,10,1,0,0,10.0
1,10,1,1,0,0.0
1,10,1,2,0,1.0
1,10,1,3,0,2.0
1,10,1,4,0,0.0
1,10,1,5,0,1.0
1,10,1,6,0,4.0
1,10,1,7,0,7.0
1,10,1,8,0,22.0
1,10,1,9,0,43.0
1,10,1,10,0,52.0
1,10,1,11,0,78.0
1,10,1,12,0,77.0
1,10,1,13,0,78.0
1,10,1,14,0,96.0
1,10,1,15,0,94.0
1,10,1,16,0,54.0
1,10,1,17,0,73.0
1,10,1,18,0,45.0
1,10,1,19,0,31.0
1,10,1,20,0,25.0
1,10,1,21,0,24.0
1,10,1,22,0,18.0
1,10,1,23,0,7.0
1,11,1,0,1,19.0
1,11,1,1,1,0.0
1,11,1,2,1,0.0
1,11,1,3,1,0.0
1,11,1,4,1,1.0
1,11,1,5,1,0.0
1,11,1,6,1,1.0
1,11,1,7,1,11.0
1,11,1,8,1,23.0
1,11,1,9,1,30.0
1,11,1,10,1,37.0
1,11,1,11,1,29.0
1,11,1,12,1,50.0
1,11,1,13,1,62.0
1,11,1,14,1,52.0
1,11,1,15,1,86.0
1,11,1,16,1,88.0
1,11,1,17,1,73.0
1,11,1,18,1,49.0
1,11,1,19,1,35.0
1,11,1,20,1,39.0
1,11,1,21,1,28.0
1,11,1,22,1,9.0
1,11,1,23,1,5.0
1,12,1,0,2,11.0
1,12,1,1,2,0.0
1,12,1,2,2,0.0
1,12,1,3,2,0.0
1,12,1,4,2,1.0
1,12,1,5,2,0.0
1,12,1,6,2,0.0
1,12,1,7,2,5.0
1,12,1,8,2,29.0
1,12,1,9,2,37.0
1,12,1,10,2,61.0
1,12,1,11,2,63.0
1,12,1,12,2,87.0
1,12,1,13,2,94.0
1,12,1,14,2,100.0
1,12,1,15,2,91.0
1,12,1,16,2,105.0
1,12,1,17,2,94.0
1,12,1,18,2,60.0
1,12,1,19,2,58.0
1,12,1,20,2,37.0
1,12,1,21,2,29.0
1,12,1,22,2,4.0
1,12,1,23,2,6.0
1,13,1,0,3,10.0
1,13,1,1,3,0.0
1,13,1,2,3,0.0
1,13,1,3,3,0.0
1,13,1,4,3,1.0
1,13,1,5,3,0.0
1,13,1,6,3,2.0
1,13,1,7,3,12.0
1,13,1,8,3,22.0
1,13,1,9,3,37.0
1,13,1,10,3,50.0
1,13,1,11,3,90.0
1,13,1,12,3,84.0
1,13,1,13,3,85.0
1,13,1,14,3,96.0
1,13,1,15,3,108.0
1,13,1,16,3,95.0
1,13,1,17,3,85.0
1,13,1,18,3,39.0
1,13,1,19,3,51.0
1,13,1,20,3,55.0
1,13,1,21,3,28.0
1,13,1,22,3,8.0
1,13,1,23,3,9.0
1,14,1,0,4,8.0
1,14,1,1,4,0.0
1,14,1,2,4,0.0
1,14,1,3,4,1.0
1,14,1,4,4,0.0
1,14,1,5,4,1.0
1,14,1,6,4,3.0
1,14,1,7,4,7.0
1,14,1,8,4,19.0
1,14,1,9,4,33.0
1,14,1,10,4,51.0
1,14,1,11,4,70.0
1,14,1,12,4,88.0
1,14,1,13,4,88.0
1,14,1,14,4,88.0
1,14,1,15,4,109.0
1,14,1,16,4,95.0
1,14,1,17,4,54.0
1,14,1,18,4,39.0
1,14,1,19,4,45.0
1,14,1,20,4,36.0
1,14,1,21,4,26.0
1,14,1,22,4,16.0
1,14,1,23,4,7.0
1,15,1,0,5,12.0
1,15,1,1,5,0.0
1,15,1,2,5,0.0
1,15,1,3,5,0.0
1,15,1,4,5,0.0
1,15,1,5,5,2.0
1,15,1,6,5,0.0
1,15,1,7,5,1.0
1,15,1,8,5,4.0
1,15,1,9,5,16.0
1,15,1,10,5,23.0
1,15,1,11,5,42.0
1,15,1,12,5,65.0
1,15,1,13,5,56.0
1,15,1,14,5,51.0
1,15,1,15,5,54.0
1,15,1,16,5,64.0
1,15,1,17,5,50.0
1,15,1,18,5,47.0
1,15,1,19,5,37.0
1,15,1,20,5,22.0
1,15,1,21,5,18.0
1,15,1,22,5,18.0
1,15,1,23,5,15.0
1,16,1,0,6,14.0
1,16,1,1,6,1.0
1,16,1,2,6,6.0
1,16,1,3,6,0.0
1,16,1,4,6,1.0
1,16,1,5,6,0.0
1,16,1,6,6,0.0
1,16,1,7,6,3.0
1,16,1,8,6,7.0
1,16,1,9,6,12.0
1,16,1,10,6,26.0
1,16,1,11,6,52.0
1,16,1,12,6,71.0
1,16,1,13,6,78.0
1,16,1,14,6,88.0
1,16,1,15,6,101.0
1,16,1,16,6,73.0
1,16,1,17,6,50.0
1,16,1,18,6,71.0
1,16,1,19,6,31.0
1,16,1,20,6,27.0
1,16,1,21,6,14.0
1,16,1,22,6,28.0
1,16,1,23,6,10.0
1,17,1,0,0,12.0
1,17,1,1,0,0.0
1,17,1,2,0,6.0
1,17,1,3,0,1.0
1,17,1,4,0,0.0
1,17,1,5,0,1.0
1,17,1,6,0,1.0
1,17,1,7,0,8.0
1,17,1,8,0,8.0
1,17,1,9,0,30.0
1,17,1,10,0,62.0
1,17,1,11,0,90.0
1,17,1,12,0,133.0
1,17,1,13,0,189.0
1,17,1,14,0,184.0
1,17,1,15,0,178.0
1,17,1,16,0,124.0
1,17,1,17,0,118.0
1,17,1,18,0,81.0
1,17,1,19,0,82.0
1,17,1,20,0,57.0
1,17,1,21,0,49.0
1,17,1,22,0,12.0
1,17,1,23,0,23.0
1,18,1,0,1,13.0
1,18,1,1,1,3.0
1,18,1,2,1,2.0
1,18,1,3,1,2.0
1,18,1,4,1,0.0
1,18,1,5,1,2.0
1,18,1,6,1,4.0
1,18,1,7,1,70.0
1,18,1,8,1,89.0
1,18,1,9,1,295.0
1,18,1,10,1,293.0
1,18,1,11,1,740.0
1,18,1,12,1,564.0
1,18,1,13,1,582.0
1,18,1,14,1,552.0
1,18,1,15,1,531.0
1,18,1,16,1,376.0
1,18,1,17,1,396.0
1,18,1,18,1,191.0
1,18,1,19,1,188.0
1,18,1,20,1,155.0
1,18,1,21,1,96.0
1,18,1,22,1,37.0
1,18,1,23,1,19.0
1,19,1,0,2,25.0
1,19,1,1,2,1.0
1,19,1,2,2,0.0
1,19,1,3,2,0.0
1,19,1,4,2,1.0
1,19,1,5,2,4.0
1,19,1,6,2,7.0
1,19,1,7,2,72.0
1,19,1,8,2,139.0
1,19,1,9,2,270.0
1,19,1,10,2,569.0
1,19,1,11,2,661.0
1,19,1,12,2,659.0
1,19,1,13,2,710.0
1,19,1,14,2,697.0
1,19,1,15,2,398.0
1,19,1,16,2,670.0
1,19,1,17,2,405.0
1,19,1,18,2,235.0
1,19,1,19,2,241.0
1,19,1,20,2,190.0
1,19,1,21,2,119.0
1,19,1,22,2,54.0
1,19,1,23,2,20.0
1,20,1,0,3,14.0
1,20,1,1,3,11.0
1,20,1,2,3,0.0
1,20,1,3,3,0.0
1,20,1,4,3,0.0
1,20,1,5,3,2.0
1,20,1,6,3,3.0
1,20,1,7,3,49.0
1,20,1,8,3,102.0
1,20,1,9,3,297.0
1,20,1,10,3,560.0
1,20,1,11,3,652.0
1,20,1,12,3,520.0
1,20,1,13,3,708.0
1,20,1,14,3,823.0
1,20,1,15,3,459.0
1,20,1,16,3,551.0
1,20,1,17,3,389.0
1,20,1,18,3,209.0
1,20,1,19,3,205.0
1,20,1,20,3,183.0
1,20,1,21,3,92.0
1,20,1,22,3,30.0
1,20,1,23,3,19.0
1,21,1,0,4,25.0
1,21,1,1,4,5.0
1,21,1,2,4,0.0
1,21,1,3,4,6.0
1,21,1,4,4,1.0
1,21,1,5,4,2.0
1,21,1,6,4,5.0
1,21,1,7,4,57.0
1,21,1,8,4,72.0
1,21,1,9,4,303.0
1,21,1,10,4,190.0
1,21,1,11,4,591.0
1,21,1,12,4,462.0
1,21,1,13,4,471.0
1,21,1,14,4,340.0
1,21,1,15,4,442.0
1,21,1,16,4,244.0
1,21,1,17,4,213.0
1,21,1,18,4,160.0
1,21,1,19,4,101.0
1,21,1,20,4,64.0
1,21,1,21,4,66.0
1,21,1,22,4,36.0
1,21,1,23,4,28.0
1,22,1,0,5,18.0
1,22,1,1,5,26.0
1,22,1,2,5,3.0
1,22,1,3,5,0.0
1,22,1,4,5,5.0
1,22,1,5,5,1.0
1,22,1,6,5,4.0
1,22,1,7,5,8.0
1,22,1,8,5,19.0
1,22,1,9,5,42.0
1,22,1,10,5,64.0
1,22,1,11,5,122.0
1,22,1,12,5,208.0
1,22,1,13,5,213.0
1,22,1,14,5,243.0
1,22,1,15,5,208.0
1,22,1,16,5,193.0
1,22,1,17,5,146.0
1,22,1,18,5,88.0
1,22,1,19,5,67.0
1,22,1,20,5,67.0
1,22,1,21,5,33.0
1,22,1,22,5,32.0
1,22,1,23,5,9.0
1,23,1,0,6,16.0
1,23,1,1,6,15.0
1,23,1,2,6,4.0
1,23,1,3,6,9.0
1,23,1,4,6,0.0
1,23,1,5,6,1.0
1,23,1,6,6,5.0
1,23,1,7,6,2.0
1,23,1,8,6,26.0
1,23,1,9,6,38.0
1,23,1,10,6,99.0
1,23,1,11,6,135.0
1,23,1,12,6,260.0
1,23,1,13,6,296.0
1,23,1,14,6,344.0
1,23,1,15,6,320.0
1,23,1,16,6,266.0
1,23,1,17,6,193.0
1,23,1,18,6,189.0
1,23,1,19,6,145.0
1,23,1,20,6,121.0
1,23,1,21,6,73.0
1,23,1,22,6,35.0
1,23,1,23,6,26.0
1,24,1,0,0,19.0
1,24,1,1,0,8.0
1,24,1,2,0,1.0
1,24,1,3,0,0.0
1,24,1,4,0,1.0
1,24,1,5,0,5.0
1,24,1,6,0,6.0
1,24,1,7,0,42.0
1,24,1,8,0,114.0
1,24,1,9,0,281.0
1,24,1,10,0,561.0
1,24,1,11,0,683.0
1,24,1,12,0,639.0
1,24,1,13,0,771.0
1,24,1,14,0,788.0
1,24,1,15,0,458.0
1,24,1,16,0,804.0
1,24,1,17,0,516.0
1,24,1,18,0,291.0
1,24,1,19,0,311.0
1,24,1,20,0,238.0
1,24,1,21,0,146.0
1,24,1,22,0,90.0
1,24,1,23,0,31.0
1,25,1,0,1,30.0
1,25,1,1,1,8.0
1,25,1,2,1,2.0
1,25,1,3,1,2.0
1,25,1,4,1,2.0
1,25,1,5,1,2.0
1,25,1,6,1,5.0
1,25,1,7,1,46.0
1,25,1,8,1,99.0
1,25,1,9,1,385.0
1,25,1,10,1,304.0
1,25,1,11,1,737.0
1,25,1,12,1,638.0
1,25,1,13,1,688.0
1,25,1,14,1,606.0
1,25,1,15,1,820.0
1,25,1,16,1,523.0
1,25,1,17,1,545.0
1,25,1,18,1,274.0
1,25,1,19,1,315.0
1,25,1,20,1,279.0
1,25,1,21,1,129.0
1,25,1,22,1,97.0
1,25,1,23,1,46.0
1,26,1,0,2,24.0
1,26,1,1,2,1.0
1,26,1,2,2,0.0
1,26,1,3,2,9.0
1,26,1,4,2,0.0
1,26,1,5,2,5.0
1,26,1,6,2,5.0
1,26,1,7,2,48.0
1,26,1,8,2,111.0
1,26,1,9,2,313.0
1,26,1,10,2,634.0
1,26,1,11,2,778.0
1,26,1,12,2,648.0
1,26,1,13,2,741.0
1,26,1,14,2,795.0
1,26,1,15,2,480.0
1,26,1,16,2,796.0
1,26,1,17,2,561.0
1,26,1,18,2,296.0
1,26,1,19,2,316.0
1,26,1,20,2,267.0
1,26,1,21,2,220.0
1,26,1,22,2,113.0
1,26,1,23,2,37.0
1,27,1,0,3,37.0
1,27,1,1,3,4.0
1,27,1,2,3,3.0
1,27,1,3,3,1.0
1,27,1,4,3,2.0
1,27,1,5,3,1.0
1,27,1,6,3,4.0
1,27,1,7,3,43.0
1,27,1,8,3,130.0
1,27,1,9,3,286.0
1,27,1,10,3,628.0
1,27,1,11,3,637.0
1,27,1,12,3,480.0
1,27,1,13,3,778.0
1,27,1,14,3,847.0
1,27,1,15,3,558.0
1,27,1,16,3,689.0
1,27,1,17,3,431.0
1,27,1,18,3,244.0
1,27,1,19,3,240.0
1,27,1,20,3,204.0
1,27,1,21,3,159.0
1,27,1,22,3,56.0
1,27,1,23,3,47.0
1,28,1,0,4,32.0
1,28,1,1,4,7.0
1,28,1,2,4,6.0
1,28,1,3,4,5.0
1,28,1,4,4,0.0
1,28,1,5,4,2.0
1,28,1,6,4,3.0
1,28,1,7,4,49.0
1,28,1,8,4,72.0
1,28,1,9,4,245.0
1,28,1,10,4,190.0
1,28,1,11,4,526.0
1,28,1,12,4,422.0
1,28,1,13,4,457.0
1,28,1,14,4,363.0
1,28,1,15,4,436.0
1,28,1,16,4,269.0
1,28,1,17,4,245.0
1,28,1,18,4,88.0
1,28,1,19,4,75.0
1,28,1,20,4,35.0
1,28,1,21,4,1.0
1,28,1,22,4,0.0
1,28,1,23,4,0.0
1,29,1,0,5,0.0
1,29,1,1,5,0.0
1,29,1,2,5,2.0
1,29,1,3,5,0.0
1,29,1,4,5,0.0
1,29,1,5,5,0.0
1,29,1,6,5,0.0
1,29,1,7,5,0.0
1,29,1,8,5,0.0
1,29,1,9,5,0.0
1,29,1,10,5,0.0
1,29,1,11,5,0.0
1,29,1,12,5,0.0
1,29,1,13,5,0.0
1,29,1,14,5,0.0
1,29,1,15,5,0.0
1,29,1,16,5,0.0
1,29,1,17,5,0.0
1,29,1,18,5,0.0
1,29,1,19,5,0.0
1,29,1,20,5,0.0
1,29,1,21,5,0.0
1,29,1,22,5,0.0
1,29,1,23,5,0.0
1,30,1,0,6,0.0
1,30,1,1,6,0.0
1,30,1,2,6,0.0
1,30,1,3,6,1.0
1,30,1,4,6,0.0
1,30,1,5,6,0.0
1,30,1,6,6,0.0
1,30,1,7,6,0.0
1,30,1,8,6,0.0
1,30,1,9,6,0.0
1,30,1,10,6,2.0
1,30,1,11,6,183.0
1,30,1,12,6,230.0
1,30,1,13,6,263.0
1,30,1,14,6,326.0
1,30,1,15,6,285.0
1,30,1,16,6,235.0
1,30,1,17,6,173.0
1,30,1,18,6,157.0
1,30,1,19,6,118.0
1,30,1,20,6,133.0
1,30,1,21,6,66.0
1,30,1,22,6,38.0
1,30,1,23,6,22.0
1,31,1,0,0,10.0
1,31,1,1,0,7.0
1,31,1,2,0,0.0
1,31,1,3,0,0.0
1,31,1,4,0,2.0
1,31,1,5,0,3.0
1,31,1,6,0,10.0
1,31,1,7,0,45.0
1,31,1,8,0,97.0
1,31,1,9,0,279.0
1,31,1,10,0,554.0
1,31,1,11,0,696.0
1,31,1,12,0,642.0
1,31,1,13,0,814.0
1,31,1,14,0,815.0
1,31,1,15,0,510.0
1,31,1,16,0,814.0
1,31,1,17,0,548.0
1,31,1,18,0,325.0
1,31,1,19,0,286.0
1,31,1,20,0,247.0
1,31,1,21,0,196.0
1,31,1,22,0,125.0
1,31,1,23,0,37.0
2,1,1,0,1,28.0
2,1,1,1,1,14.0
2,1,1,2,1,3.0
2,1,1,3,1,0.0
2,1,1,4,1,1.0
2,1,1,5,1,3.0
2,1,1,6,1,4.0
2,1,1,7,1,38.0
2,1,1,8,1,91.0
